bed_id,branch,department,bed_type,occupied_date,occupied_flag
B5552,Chennai,Oncology,ICU,19-04-2025,1
B5553,Bangalore,Orthopedics,ICU,22-03-2025,1
B5554,Chennai,Pediatrics,General,19-12-2025,0
B5555,Coimbatore,Emergency,General,08-05-2025,1
B5556,Bangalore,Emergency,ICU,30-07-2025,0
B5557,Chennai,General Medicine,ICU,31-03-2025,1
B5558,Chennai,General Medicine,General,15-12-2025,0
B5559,Bangalore,Emergency,ICU,07-04-2025,1
B5560,Bangalore,Pediatrics,ICU,28-02-2025,1
B5561,Bangalore,Oncology,General,03-05-2025,1
B5562,Chennai,Cardiology,ICU,05-08-2025,0
B5563,Chennai,General Medicine,General,25-05-2025,1
B5564,Coimbatore,Orthopedics,General,15-09-2025,0
B5565,Coimbatore,Emergency,ICU,24-09-2025,1
B5566,Bangalore,Oncology,General,10-05-2025,1
B5567,Coimbatore,Pediatrics,General,26-05-2025,0
B5568,Bangalore,Oncology,ICU,08-07-2025,0
B5569,Coimbatore,Pediatrics,General,14-05-2025,1
B5570,Bangalore,Pediatrics,ICU,15-05-2025,1
B5571,Chennai,Cardiology,ICU,19-01-2025,1
B5572,Coimbatore,General Medicine,General,06-11-2025,1
B5573,Coimbatore,Oncology,General,02-07-2025,0
B5574,Bangalore,Cardiology,General,06-01-2025,1
B5575,Chennai,Emergency,General,06-09-2025,1
B5576,Coimbatore,Cardiology,ICU,21-04-2025,0
B5577,Chennai,Orthopedics,General,12-07-2025,1
B5578,Chennai,General Medicine,General,24-05-2025,1
B5579,Bangalore,Pediatrics,General,22-04-2025,0
B5580,Coimbatore,General Medicine,ICU,22-01-2025,1
B5581,Bangalore,Cardiology,General,10-04-2025,1
B5582,Coimbatore,Emergency,General,27-10-2025,0
B5583,Chennai,Orthopedics,ICU,12-08-2025,0
B5584,Bangalore,General Medicine,General,05-06-2025,1
B5585,Bangalore,Emergency,ICU,23-01-2025,0
B5586,Chennai,Orthopedics,General,24-10-2025,0
B5587,Coimbatore,Oncology,General,12-04-2025,1
B5588,Bangalore,General Medicine,General,01-10-2025,1
B5589,Chennai,Emergency,General,15-02-2025,0
B5590,Bangalore,Emergency,ICU,16-04-2025,1
B5591,Chennai,Orthopedics,General,31-10-2025,1
B5592,Coimbatore,Orthopedics,General,20-07-2025,1
B5593,Chennai,Cardiology,ICU,31-10-2025,1
B5594,Bangalore,Oncology,ICU,01-05-2025,1
B5595,Coimbatore,Pediatrics,ICU,12-10-2025,0
B5596,Chennai,Emergency,ICU,12-12-2025,1
B5597,Chennai,General Medicine,General,15-12-2025,1
B5598,Bangalore,Emergency,General,31-12-2025,1
B5599,Chennai,Pediatrics,ICU,02-09-2025,1
B5600,Coimbatore,Pediatrics,ICU,28-10-2025,1
B5601,Bangalore,Cardiology,ICU,21-05-2025,1
B5602,Chennai,Orthopedics,General,23-12-2025,1
B5603,Coimbatore,Pediatrics,General,27-12-2025,0
B5604,Bangalore,Oncology,ICU,22-03-2025,0
B5605,Chennai,Orthopedics,ICU,21-03-2025,1
B5606,Bangalore,Oncology,ICU,28-04-2025,0
B5607,Coimbatore,Orthopedics,General,23-05-2025,1
B5608,Coimbatore,Oncology,ICU,25-05-2025,1
B5609,Bangalore,Cardiology,General,23-11-2025,1
B5610,Chennai,Oncology,General,02-11-2025,0
B5611,Bangalore,Pediatrics,ICU,31-12-2025,1
B5612,Coimbatore,Oncology,ICU,12-10-2025,1
B5613,Coimbatore,Pediatrics,ICU,25-09-2025,1
B5614,Bangalore,Oncology,ICU,24-08-2025,1
B5615,Bangalore,Emergency,General,19-12-2025,1
B5616,Chennai,General Medicine,General,20-03-2025,1
B5617,Bangalore,Pediatrics,ICU,01-12-2025,1
B5618,Coimbatore,General Medicine,General,19-05-2025,1
B5619,Coimbatore,Cardiology,General,08-03-2025,1
B5620,Bangalore,Emergency,ICU,31-12-2025,0
B5621,Coimbatore,Pediatrics,ICU,23-08-2025,1
B5622,Coimbatore,General Medicine,General,29-07-2025,1
B5623,Chennai,General Medicine,ICU,26-08-2025,1
B5624,Bangalore,Oncology,General,15-10-2025,1
B5625,Coimbatore,Cardiology,General,25-05-2025,0
B5626,Chennai,Pediatrics,General,28-10-2025,1
B5627,Chennai,Cardiology,ICU,16-05-2025,1
B5628,Coimbatore,Pediatrics,General,24-03-2025,0
B5629,Chennai,General Medicine,ICU,07-04-2025,1
B5630,Coimbatore,Emergency,ICU,17-03-2025,0
B5631,Coimbatore,Orthopedics,ICU,19-08-2025,1
B5632,Bangalore,Orthopedics,ICU,08-03-2025,1
B5633,Chennai,Orthopedics,ICU,15-07-2025,0
B5634,Chennai,General Medicine,General,01-10-2025,0
B5635,Chennai,Emergency,ICU,24-01-2025,0
B5636,Chennai,General Medicine,General,25-01-2025,1
B5637,Chennai,Emergency,General,22-01-2025,1
B5638,Bangalore,Orthopedics,General,16-08-2025,0
B5639,Bangalore,Orthopedics,ICU,14-10-2025,0
B5640,Coimbatore,Pediatrics,General,23-01-2025,1
B5641,Chennai,Cardiology,ICU,23-08-2025,1
B5642,Bangalore,Orthopedics,General,26-05-2025,1
B5643,Bangalore,Orthopedics,General,06-01-2025,1
B5644,Coimbatore,Oncology,General,21-01-2025,1
B5645,Coimbatore,Emergency,General,17-03-2025,0
B5646,Bangalore,Oncology,ICU,30-10-2025,1
B5647,Bangalore,Pediatrics,ICU,22-10-2025,1
B5648,Chennai,Orthopedics,General,16-04-2025,1
B5649,Coimbatore,Oncology,General,27-10-2025,0
B5650,Coimbatore,Orthopedics,ICU,26-02-2025,1
B5651,Bangalore,Pediatrics,ICU,17-04-2025,1
B5652,Bangalore,Cardiology,ICU,13-05-2025,1
B5653,Coimbatore,Pediatrics,General,26-11-2025,1
B5654,Bangalore,General Medicine,ICU,05-12-2025,1
B5655,Coimbatore,Oncology,ICU,01-06-2025,1
B5656,Bangalore,Oncology,General,03-01-2025,0
B5657,Bangalore,Pediatrics,ICU,23-06-2025,0
B5658,Coimbatore,General Medicine,General,05-11-2025,1
B5659,Coimbatore,Cardiology,General,27-01-2025,0
B5660,Coimbatore,Oncology,General,11-12-2025,0
B5661,Coimbatore,Orthopedics,General,17-07-2025,0
B5662,Coimbatore,Orthopedics,General,23-08-2025,1
B5663,Coimbatore,Oncology,General,18-05-2025,1
B5664,Bangalore,Emergency,General,03-01-2025,0
B5665,Chennai,Emergency,General,22-07-2025,0
B5666,Bangalore,General Medicine,General,24-09-2025,1
B5667,Coimbatore,Cardiology,ICU,02-01-2025,1
B5668,Chennai,Oncology,ICU,12-07-2025,1
B5669,Coimbatore,Emergency,ICU,25-11-2025,1
B5670,Bangalore,Pediatrics,General,14-09-2025,1
B5671,Coimbatore,Emergency,General,13-12-2025,1
B5672,Bangalore,Emergency,General,19-09-2025,1
B5673,Coimbatore,Cardiology,ICU,18-10-2025,1
B5674,Chennai,Emergency,General,26-01-2025,0
B5675,Coimbatore,General Medicine,ICU,05-04-2025,1
B5676,Chennai,Orthopedics,General,04-12-2025,1
B5677,Bangalore,General Medicine,ICU,16-12-2025,1
B5678,Chennai,Emergency,General,14-10-2025,0
B5679,Chennai,Cardiology,ICU,18-01-2025,1
B5680,Coimbatore,Emergency,ICU,01-08-2025,1
B5681,Chennai,Pediatrics,ICU,08-08-2025,0
B5682,Chennai,Orthopedics,General,23-11-2025,1
B5683,Chennai,Oncology,ICU,31-08-2025,0
B5684,Coimbatore,General Medicine,General,18-08-2025,1
B5685,Chennai,Emergency,General,30-04-2025,0
B5686,Bangalore,Oncology,General,09-05-2025,1
B5687,Coimbatore,Oncology,ICU,03-09-2025,1
B5688,Coimbatore,Cardiology,ICU,17-10-2025,1
B5689,Coimbatore,Cardiology,General,18-08-2025,0
B5690,Chennai,Pediatrics,ICU,22-12-2025,0
B5691,Coimbatore,Orthopedics,General,16-09-2025,0
B5692,Bangalore,General Medicine,General,24-06-2025,0
B5693,Bangalore,Cardiology,ICU,20-01-2025,1
B5694,Coimbatore,General Medicine,General,05-07-2025,1
B5695,Chennai,General Medicine,ICU,17-03-2025,0
B5696,Coimbatore,Cardiology,General,11-02-2025,0
B5697,Bangalore,Oncology,ICU,21-08-2025,0
B5698,Chennai,Orthopedics,ICU,29-03-2025,1
B5699,Chennai,Cardiology,ICU,30-03-2025,0
B5700,Chennai,Pediatrics,General,30-06-2025,1
B5701,Chennai,Pediatrics,General,24-12-2025,1
B5702,Bangalore,General Medicine,ICU,02-02-2025,1
B5703,Bangalore,Pediatrics,General,09-10-2025,1
B5704,Chennai,Pediatrics,General,06-05-2025,1
B5705,Chennai,Oncology,General,14-02-2025,1
B5706,Coimbatore,Pediatrics,ICU,11-07-2025,0
B5707,Bangalore,Oncology,ICU,20-03-2025,1
B5708,Coimbatore,Emergency,General,15-12-2025,1
B5709,Chennai,Oncology,General,10-11-2025,1
B5710,Chennai,Cardiology,ICU,25-07-2025,1
B5711,Bangalore,General Medicine,General,13-10-2025,0
B5712,Chennai,Cardiology,ICU,24-04-2025,0
B5713,Chennai,Orthopedics,General,02-04-2025,1
B5714,Bangalore,Oncology,ICU,14-05-2025,0
B5715,Coimbatore,Orthopedics,General,08-08-2025,1
B5716,Bangalore,Oncology,General,23-01-2025,0
B5717,Chennai,General Medicine,General,31-10-2025,0
B5718,Chennai,Orthopedics,ICU,04-11-2025,1
B5719,Bangalore,Cardiology,General,10-02-2025,1
B5720,Coimbatore,Pediatrics,General,18-02-2025,0
B5721,Chennai,Emergency,General,20-08-2025,0
B5722,Coimbatore,Pediatrics,General,03-05-2025,1
B5723,Chennai,Emergency,ICU,10-09-2025,1
B5724,Chennai,Cardiology,ICU,13-12-2025,0
B5725,Chennai,Oncology,ICU,14-08-2025,1
B5726,Coimbatore,General Medicine,ICU,30-11-2025,1
B5727,Chennai,Orthopedics,ICU,06-10-2025,0
B5728,Bangalore,Emergency,General,12-03-2025,0
B5729,Bangalore,Oncology,ICU,28-03-2025,0
B5730,Bangalore,Emergency,ICU,28-07-2025,1
B5731,Bangalore,Emergency,General,20-07-2025,1
B5732,Bangalore,Pediatrics,ICU,17-12-2025,1
B5733,Chennai,General Medicine,General,26-10-2025,1
B5734,Coimbatore,Orthopedics,General,21-02-2025,1
B5735,Bangalore,General Medicine,General,17-08-2025,0
B5736,Bangalore,Emergency,ICU,01-05-2025,1
B5737,Bangalore,Emergency,ICU,14-12-2025,1
B5738,Chennai,Emergency,ICU,11-09-2025,0
B5739,Bangalore,Oncology,ICU,14-04-2025,1
B5740,Coimbatore,Pediatrics,ICU,03-08-2025,1
B5741,Chennai,Emergency,General,21-04-2025,0
B5742,Coimbatore,Emergency,General,28-12-2025,0
B5743,Coimbatore,Pediatrics,General,24-04-2025,1
B5744,Bangalore,Orthopedics,ICU,11-05-2025,1
B5745,Bangalore,Oncology,ICU,02-07-2025,0
B5746,Chennai,Oncology,General,02-02-2025,0
B5747,Chennai,Cardiology,ICU,04-03-2025,1
B5748,Bangalore,Emergency,General,09-10-2025,0
B5749,Chennai,Oncology,ICU,14-03-2025,1
B5750,Coimbatore,Orthopedics,General,17-08-2025,1
B5751,Bangalore,Oncology,General,29-10-2025,1
B5752,Coimbatore,Oncology,General,14-05-2025,1
B5753,Bangalore,Orthopedics,ICU,10-03-2025,1
B5754,Bangalore,General Medicine,General,15-03-2025,1
B5755,Bangalore,Oncology,ICU,23-10-2025,0
B5756,Bangalore,Pediatrics,ICU,20-01-2025,1
B5757,Bangalore,Pediatrics,General,22-03-2025,0
B5758,Chennai,Oncology,General,24-11-2025,0
B5759,Chennai,Pediatrics,ICU,23-01-2025,0
B5760,Coimbatore,Oncology,ICU,06-04-2025,1
B5761,Chennai,Oncology,General,07-03-2025,1
B5762,Chennai,Orthopedics,ICU,03-09-2025,1
B5763,Coimbatore,Pediatrics,General,05-10-2025,1
B5764,Coimbatore,Emergency,General,18-01-2025,1
B5765,Chennai,Emergency,ICU,31-01-2025,0
B5766,Bangalore,Oncology,General,06-11-2025,1
B5767,Coimbatore,Cardiology,ICU,13-06-2025,1
B5768,Chennai,Emergency,ICU,28-10-2025,1
B5769,Coimbatore,Cardiology,General,21-01-2025,1
B5770,Chennai,Emergency,ICU,14-07-2025,0
B5771,Chennai,Orthopedics,ICU,05-06-2025,0
B5772,Coimbatore,Orthopedics,ICU,31-12-2025,1
B5773,Bangalore,Cardiology,General,12-11-2025,1
B5774,Chennai,Cardiology,General,22-01-2025,1
B5775,Coimbatore,General Medicine,ICU,18-12-2025,0
B5776,Chennai,Emergency,ICU,14-07-2025,0
B5777,Chennai,Cardiology,ICU,06-11-2025,1
B5778,Bangalore,Oncology,General,01-09-2025,1
B5779,Bangalore,Pediatrics,ICU,21-02-2025,1
B5780,Coimbatore,Orthopedics,General,21-10-2025,1
B5781,Bangalore,Pediatrics,General,10-08-2025,0
B5782,Chennai,Orthopedics,General,10-03-2025,1
B5783,Bangalore,General Medicine,ICU,12-06-2025,1
B5784,Chennai,Oncology,General,23-05-2025,1
B5785,Chennai,Cardiology,General,17-08-2025,1
B5786,Coimbatore,Oncology,General,17-04-2025,1
B5787,Chennai,Cardiology,ICU,31-10-2025,1
B5788,Coimbatore,Oncology,General,01-10-2025,0
B5789,Bangalore,Pediatrics,General,15-01-2025,0
B5790,Coimbatore,Cardiology,General,18-11-2025,0
B5791,Chennai,General Medicine,ICU,07-12-2025,1
B5792,Coimbatore,Emergency,General,23-04-2025,1
B5793,Coimbatore,Cardiology,ICU,25-02-2025,1
B5794,Chennai,Cardiology,ICU,13-02-2025,1
B5795,Coimbatore,General Medicine,ICU,14-07-2025,1
B5796,Bangalore,Oncology,General,18-01-2025,0
B5797,Chennai,Emergency,General,29-10-2025,0
B5798,Bangalore,Emergency,ICU,17-05-2025,0
B5799,Chennai,Cardiology,General,08-03-2025,1
B5800,Bangalore,Cardiology,General,12-06-2025,0
B5801,Coimbatore,Oncology,ICU,01-05-2025,1
B5802,Coimbatore,General Medicine,General,08-04-2025,1
B5803,Bangalore,Oncology,ICU,03-11-2025,1
B5804,Chennai,Cardiology,ICU,22-01-2025,1
B5805,Coimbatore,Cardiology,ICU,10-03-2025,1
B5806,Chennai,Pediatrics,ICU,16-03-2025,1
B5807,Coimbatore,Pediatrics,General,22-12-2025,1
B5808,Coimbatore,Cardiology,ICU,20-10-2025,1
B5809,Bangalore,Pediatrics,General,17-10-2025,1
B5810,Chennai,General Medicine,ICU,01-01-2025,1
B5811,Coimbatore,Pediatrics,General,09-05-2025,0
B5812,Chennai,General Medicine,General,29-04-2025,1
B5813,Coimbatore,Emergency,ICU,05-06-2025,0
B5814,Chennai,Emergency,General,11-05-2025,1
B5815,Coimbatore,General Medicine,General,04-07-2025,1
B5816,Chennai,General Medicine,General,29-11-2025,1
B5817,Coimbatore,Pediatrics,ICU,19-10-2025,1
B5818,Bangalore,Cardiology,ICU,23-04-2025,0
B5819,Coimbatore,Pediatrics,ICU,11-10-2025,0
B5820,Coimbatore,General Medicine,ICU,12-09-2025,1
B5821,Bangalore,Pediatrics,ICU,06-03-2025,1
B5822,Bangalore,Orthopedics,ICU,13-12-2025,0
B5823,Bangalore,General Medicine,ICU,29-07-2025,1
B5824,Bangalore,Cardiology,General,26-10-2025,1
B5825,Coimbatore,General Medicine,ICU,24-08-2025,0
B5826,Coimbatore,General Medicine,General,05-08-2025,1
B5827,Chennai,Oncology,ICU,09-11-2025,1
B5828,Coimbatore,Pediatrics,General,31-01-2025,1
B5829,Coimbatore,Emergency,ICU,26-12-2025,1
B5830,Chennai,Orthopedics,General,08-11-2025,1
B5831,Bangalore,Pediatrics,ICU,04-10-2025,1
B5832,Chennai,Pediatrics,General,01-11-2025,1
B5833,Bangalore,Oncology,General,05-05-2025,1
B5834,Bangalore,Cardiology,ICU,22-02-2025,1
B5835,Coimbatore,Pediatrics,General,16-12-2025,1
B5836,Coimbatore,Orthopedics,General,23-02-2025,1
B5837,Bangalore,Pediatrics,General,20-05-2025,0
B5838,Bangalore,Cardiology,ICU,15-06-2025,0
B5839,Coimbatore,Emergency,General,13-12-2025,0
B5840,Chennai,Pediatrics,ICU,23-06-2025,1
B5841,Coimbatore,Orthopedics,General,22-07-2025,1
B5842,Chennai,Oncology,ICU,24-07-2025,1
B5843,Bangalore,Cardiology,ICU,03-02-2025,1
B5844,Chennai,Oncology,General,08-07-2025,1
B5845,Bangalore,Emergency,General,18-08-2025,1
B5846,Chennai,Cardiology,ICU,29-12-2025,1
B5847,Chennai,Orthopedics,ICU,15-10-2025,1
B5848,Coimbatore,Oncology,General,23-07-2025,1
B5849,Coimbatore,Oncology,General,08-04-2025,1
B5850,Coimbatore,Oncology,General,04-06-2025,1
B5851,Coimbatore,Pediatrics,ICU,03-05-2025,0
B5852,Coimbatore,Emergency,ICU,25-11-2025,1
B5853,Chennai,Oncology,General,18-10-2025,0
B5854,Chennai,Orthopedics,ICU,20-04-2025,1
B5855,Coimbatore,Oncology,ICU,24-09-2025,0
B5856,Coimbatore,Cardiology,General,13-05-2025,0
B5857,Chennai,Orthopedics,ICU,24-09-2025,1
B5858,Chennai,Emergency,General,14-08-2025,1
B5859,Coimbatore,Emergency,ICU,05-06-2025,0
B5860,Chennai,Oncology,ICU,21-11-2025,1
B5861,Chennai,Cardiology,ICU,04-02-2025,1
B5862,Coimbatore,Orthopedics,General,22-03-2025,1
B5863,Bangalore,Pediatrics,ICU,12-09-2025,1
B5864,Bangalore,Cardiology,ICU,22-05-2025,1
B5865,Bangalore,Pediatrics,General,28-09-2025,0
B5866,Chennai,Cardiology,ICU,02-11-2025,1
B5867,Bangalore,Emergency,General,01-06-2025,1
B5868,Bangalore,Emergency,General,16-06-2025,1
B5869,Chennai,Cardiology,ICU,14-06-2025,1
B5870,Bangalore,Emergency,ICU,09-02-2025,1
B5871,Bangalore,Cardiology,General,19-06-2025,0
B5872,Chennai,Cardiology,General,04-10-2025,1
B5873,Bangalore,Cardiology,ICU,27-11-2025,0
B5874,Bangalore,Cardiology,ICU,10-06-2025,1
B5875,Bangalore,Emergency,ICU,25-12-2025,1
B5876,Coimbatore,Orthopedics,ICU,03-01-2025,1
B5877,Chennai,Orthopedics,ICU,15-08-2025,1
B5878,Chennai,Cardiology,General,23-06-2025,1
B5879,Chennai,Cardiology,General,19-07-2025,0
B5880,Coimbatore,Pediatrics,General,07-03-2025,1
B5881,Chennai,General Medicine,General,14-08-2025,1
B5882,Bangalore,Orthopedics,General,05-05-2025,1
B5883,Chennai,Oncology,General,25-12-2025,1
B5884,Bangalore,Oncology,General,25-01-2025,1
B5885,Bangalore,Pediatrics,ICU,28-12-2025,1
B5886,Coimbatore,Cardiology,General,11-11-2025,1
B5887,Chennai,Oncology,ICU,25-09-2025,0
B5888,Bangalore,Emergency,General,13-07-2025,0
B5889,Chennai,Emergency,ICU,17-11-2025,1
B5890,Bangalore,Oncology,ICU,23-06-2025,1
B5891,Chennai,General Medicine,ICU,09-03-2025,0
B5892,Coimbatore,Cardiology,ICU,15-03-2025,1
B5893,Coimbatore,General Medicine,General,03-01-2025,0
B5894,Bangalore,Oncology,ICU,01-05-2025,1
B5895,Chennai,Pediatrics,ICU,10-03-2025,1
B5896,Chennai,Cardiology,General,22-12-2025,0
B5897,Chennai,Pediatrics,ICU,27-02-2025,0
B5898,Bangalore,General Medicine,General,12-02-2025,1
B5899,Coimbatore,Orthopedics,General,17-01-2025,1
B5900,Chennai,General Medicine,General,25-07-2025,1
B5901,Bangalore,Emergency,ICU,06-08-2025,0
B5902,Bangalore,Orthopedics,ICU,07-02-2025,1
B5903,Chennai,Emergency,General,15-10-2025,1
B5904,Bangalore,Oncology,General,31-03-2025,1
B5905,Bangalore,General Medicine,ICU,24-11-2025,0
B5906,Bangalore,Cardiology,ICU,07-07-2025,1
B5907,Bangalore,Emergency,General,21-07-2025,1
B5908,Coimbatore,Cardiology,General,18-01-2025,0
B5909,Chennai,Orthopedics,General,19-01-2025,0
B5910,Coimbatore,Oncology,General,21-12-2025,0
B5911,Bangalore,Cardiology,ICU,29-11-2025,0
B5912,Chennai,Orthopedics,General,12-09-2025,0
B5913,Bangalore,Cardiology,General,06-02-2025,1
B5914,Bangalore,Cardiology,ICU,03-03-2025,1
B5915,Coimbatore,General Medicine,ICU,01-11-2025,0
B5916,Coimbatore,Cardiology,ICU,07-09-2025,1
B5917,Chennai,Cardiology,ICU,22-06-2025,1
B5918,Bangalore,Pediatrics,General,04-06-2025,0
B5919,Bangalore,Orthopedics,General,27-11-2025,1
B5920,Chennai,Oncology,ICU,12-07-2025,1
B5921,Coimbatore,Emergency,General,09-07-2025,0
B5922,Coimbatore,Emergency,General,02-03-2025,1
B5923,Bangalore,Pediatrics,ICU,29-10-2025,1
B5924,Bangalore,General Medicine,General,27-10-2025,1
B5925,Chennai,Oncology,General,18-10-2025,1
B5926,Bangalore,Cardiology,General,05-08-2025,0
B5927,Bangalore,Orthopedics,General,20-04-2025,1
B5928,Chennai,Orthopedics,ICU,11-12-2025,1
B5929,Bangalore,Pediatrics,General,23-12-2025,0
B5930,Chennai,General Medicine,General,09-05-2025,1
B5931,Bangalore,General Medicine,General,19-11-2025,1
B5932,Chennai,Emergency,ICU,03-04-2025,1
B5933,Chennai,Pediatrics,General,05-12-2025,1
B5934,Coimbatore,Pediatrics,General,07-06-2025,0
B5935,Bangalore,Orthopedics,General,25-12-2025,0
B5936,Chennai,Emergency,ICU,31-12-2025,1
B5937,Bangalore,Orthopedics,ICU,24-08-2025,1
B5938,Coimbatore,Orthopedics,General,25-06-2025,1
B5939,Bangalore,General Medicine,General,16-10-2025,1
B5940,Coimbatore,General Medicine,ICU,10-05-2025,1
B5941,Chennai,Cardiology,ICU,09-03-2025,1
B5942,Coimbatore,Oncology,General,26-05-2025,1
B5943,Bangalore,Pediatrics,General,20-11-2025,1
B5944,Chennai,Oncology,General,22-01-2025,0
B5945,Chennai,Oncology,General,14-11-2025,1
B5946,Coimbatore,Cardiology,ICU,21-12-2025,1
B5947,Coimbatore,Pediatrics,General,26-08-2025,0
B5948,Bangalore,Pediatrics,ICU,13-11-2025,1
B5949,Bangalore,Cardiology,ICU,13-12-2025,1
B5950,Chennai,Orthopedics,ICU,24-06-2025,0
B5951,Coimbatore,Emergency,General,16-03-2025,1
B5952,Bangalore,Oncology,ICU,23-11-2025,1
B5953,Chennai,Oncology,ICU,10-01-2025,1
B5954,Bangalore,Cardiology,General,01-07-2025,0
B5955,Coimbatore,Emergency,ICU,13-03-2025,0
B5956,Coimbatore,Cardiology,General,12-01-2025,0
B5957,Coimbatore,General Medicine,General,28-11-2025,1
B5958,Chennai,Oncology,General,05-07-2025,0
B5959,Chennai,Cardiology,ICU,24-03-2025,1
B5960,Chennai,General Medicine,ICU,04-09-2025,1
B5961,Coimbatore,General Medicine,ICU,14-02-2025,1
B5962,Bangalore,Pediatrics,ICU,30-03-2025,1
B5963,Coimbatore,Emergency,General,03-03-2025,1
B5964,Chennai,Orthopedics,ICU,29-10-2025,0
B5965,Coimbatore,Orthopedics,ICU,24-04-2025,1
B5966,Coimbatore,Emergency,General,19-10-2025,1
B5967,Chennai,Pediatrics,General,23-02-2025,0
B5968,Bangalore,Cardiology,General,05-07-2025,1
B5969,Bangalore,Emergency,ICU,11-06-2025,1
B5970,Bangalore,Pediatrics,General,26-04-2025,1
B5971,Coimbatore,Oncology,ICU,29-09-2025,1
B5972,Chennai,Emergency,ICU,03-02-2025,1
B5973,Bangalore,General Medicine,ICU,17-09-2025,0
B5974,Bangalore,Emergency,ICU,21-11-2025,1
B5975,Chennai,Emergency,General,17-01-2025,1
B5976,Coimbatore,Orthopedics,General,24-05-2025,1
B5977,Bangalore,Pediatrics,General,21-02-2025,0
B5978,Coimbatore,Orthopedics,General,09-08-2025,0
B5979,Chennai,Orthopedics,ICU,19-06-2025,1
B5980,Bangalore,Emergency,General,25-05-2025,1
B5981,Bangalore,Pediatrics,General,11-01-2025,1
B5982,Chennai,Emergency,General,16-06-2025,0
B5983,Chennai,Cardiology,ICU,01-08-2025,0
B5984,Bangalore,Emergency,ICU,18-08-2025,1
B5985,Bangalore,General Medicine,General,01-06-2025,1
B5986,Chennai,Oncology,General,15-08-2025,1
B5987,Bangalore,Cardiology,General,27-12-2025,1
B5988,Bangalore,Cardiology,General,08-10-2025,1
B5989,Coimbatore,Emergency,ICU,05-06-2025,1
B5990,Chennai,General Medicine,ICU,29-04-2025,1
B5991,Coimbatore,Oncology,General,28-01-2025,1
B5992,Chennai,Emergency,General,26-06-2025,1
B5993,Bangalore,Emergency,General,18-07-2025,0
B5994,Coimbatore,Pediatrics,ICU,06-11-2025,0
B5995,Bangalore,Orthopedics,ICU,25-11-2025,0
B5996,Bangalore,Cardiology,General,03-03-2025,1
B5997,Bangalore,Emergency,ICU,27-07-2025,1
B5998,Coimbatore,Emergency,ICU,07-03-2025,0
B5999,Bangalore,General Medicine,General,15-07-2025,1
B6000,Coimbatore,Cardiology,General,02-02-2025,0
B6001,Coimbatore,Pediatrics,General,08-08-2025,1
B6002,Chennai,Orthopedics,ICU,07-01-2025,0
B6003,Chennai,Emergency,General,16-11-2025,0
B6004,Chennai,Pediatrics,General,25-10-2025,1
B6005,Chennai,Emergency,General,18-09-2025,0
B6006,Chennai,Cardiology,ICU,20-10-2025,1
B6007,Bangalore,Orthopedics,General,09-07-2025,1
B6008,Chennai,General Medicine,ICU,22-03-2025,0
B6009,Bangalore,Emergency,General,12-06-2025,0
B6010,Bangalore,Emergency,General,28-09-2025,1
B6011,Chennai,Orthopedics,ICU,09-10-2025,1
B6012,Chennai,Orthopedics,ICU,19-03-2025,0
B6013,Chennai,Cardiology,ICU,24-07-2025,1
B6014,Bangalore,General Medicine,ICU,28-03-2025,1
B6015,Chennai,Cardiology,General,14-02-2025,1
B6016,Chennai,Pediatrics,General,26-02-2025,1
B6017,Bangalore,Oncology,General,24-11-2025,1
B6018,Coimbatore,Emergency,General,25-09-2025,1
B6019,Coimbatore,Cardiology,General,19-09-2025,1
B6020,Chennai,Cardiology,General,07-04-2025,0
B6021,Bangalore,Cardiology,General,19-06-2025,1
B6022,Coimbatore,Emergency,ICU,18-08-2025,1
B6023,Coimbatore,General Medicine,ICU,11-11-2025,1
B6024,Coimbatore,Emergency,ICU,13-11-2025,0
B6025,Coimbatore,General Medicine,General,10-09-2025,0
B6026,Coimbatore,General Medicine,General,23-02-2025,1
B6027,Coimbatore,Cardiology,General,16-07-2025,1
B6028,Chennai,Pediatrics,General,04-04-2025,0
B6029,Coimbatore,General Medicine,General,25-04-2025,0
B6030,Bangalore,General Medicine,ICU,27-01-2025,1
B6031,Chennai,Orthopedics,ICU,21-09-2025,1
B6032,Bangalore,General Medicine,General,26-10-2025,0
B6033,Coimbatore,General Medicine,General,31-10-2025,0
B6034,Chennai,Orthopedics,ICU,24-12-2025,1
B6035,Bangalore,Oncology,General,16-10-2025,1
B6036,Coimbatore,Cardiology,ICU,17-05-2025,0
B6037,Chennai,Orthopedics,General,29-06-2025,0
B6038,Coimbatore,Emergency,General,22-08-2025,1
B6039,Chennai,Orthopedics,General,13-01-2025,0
B6040,Coimbatore,Orthopedics,ICU,26-12-2025,1
B6041,Bangalore,General Medicine,General,19-01-2025,1
B6042,Bangalore,Orthopedics,General,27-05-2025,0
B6043,Coimbatore,Orthopedics,General,14-02-2025,1
B6044,Coimbatore,Orthopedics,General,16-02-2025,0
B6045,Coimbatore,Oncology,General,26-06-2025,1
B6046,Chennai,Pediatrics,ICU,26-09-2025,0
B6047,Chennai,Cardiology,General,21-08-2025,0
B6048,Chennai,Cardiology,General,14-07-2025,0
B6049,Chennai,Oncology,ICU,10-11-2025,1
B6050,Coimbatore,Oncology,ICU,14-07-2025,1
B6051,Chennai,Orthopedics,General,14-04-2025,0
B6052,Chennai,Emergency,General,10-08-2025,0
