doctor_id,date,hours_scheduled,hours_utilized
D62,30-07-2025,8,7.5
D50,24-07-2025,8,7
D104,20-02-2025,8,5.3
D129,26-03-2025,8,5.2
D117,24-02-2025,8,7.6
D73,21-03-2025,8,6.3
D110,10-09-2025,8,6.2
D103,23-04-2025,8,6.3
D80,08-09-2025,8,4.9
D100,30-04-2025,8,7.2
D149,20-07-2025,8,4.3
D144,09-03-2025,8,6
D13,08-07-2025,8,7.6
D27,10-01-2025,8,7.1
D19,23-05-2025,8,5.7
D16,03-12-2025,8,4.8
D132,13-07-2025,8,3.8
D66,06-11-2025,8,3.9
D15,01-03-2025,8,3.4
D93,14-08-2025,8,4.5
D30,04-03-2025,8,5.5
D14,28-01-2025,8,7
D108,17-10-2025,8,5.7
D12,03-07-2025,8,5.1
D40,28-08-2025,8,7.9
D79,14-03-2025,8,4.3
D70,08-08-2025,8,4.6
D58,24-01-2025,8,6.4
D147,24-01-2025,8,5.2
D148,26-04-2025,8,7.8
D27,27-10-2025,8,4.3
D119,23-06-2025,8,5.8
D120,23-08-2025,8,7.5
D7,06-11-2025,8,3.7
D84,02-06-2025,8,6.8
D127,04-06-2025,8,4.1
D36,14-08-2025,8,3.4
D9,05-12-2025,8,3.9
D21,29-09-2025,8,6.1
D29,08-04-2025,8,3.6
D71,30-09-2025,8,7
D32,07-03-2025,8,7.2
D111,31-07-2025,8,4.3
D110,28-02-2025,8,7.4
D119,03-06-2025,8,6.6
D31,15-11-2025,8,6.3
D127,19-10-2025,8,4.8
D18,20-03-2025,8,7.5
D107,01-11-2025,8,5.2
D62,11-02-2025,8,3.8
D77,05-04-2025,8,4.5
D93,05-10-2025,8,4.6
D61,27-07-2025,8,4.7
D6,07-12-2025,8,7.8
D139,07-10-2025,8,7.5
D79,19-08-2025,8,4.7
D51,27-08-2025,8,4.4
D131,11-05-2025,8,5.8
D92,31-01-2025,8,7.9
D124,16-05-2025,8,5.2
D100,07-08-2025,8,6.7
D97,12-11-2025,8,7
D21,17-07-2025,8,4.9
D125,31-08-2025,8,7.8
D28,03-12-2025,8,4.1
D46,27-10-2025,8,5.1
D118,23-06-2025,8,6.6
D63,18-03-2025,8,7.7
D140,19-03-2025,8,4.1
D64,04-01-2025,8,7.9
D6,12-07-2025,8,6
D22,25-05-2025,8,6.7
D145,02-01-2025,8,5
D103,13-08-2025,8,5.9
D132,15-06-2025,8,3.4
D61,05-03-2025,8,7.1
D33,08-04-2025,8,4.9
D61,01-02-2025,8,5.2
D45,21-01-2025,8,4.1
D103,03-10-2025,8,7.6
D130,26-10-2025,8,6.4
D29,15-10-2025,8,3.6
D103,23-04-2025,8,4.1
D131,08-02-2025,8,3.6
D8,15-02-2025,8,7.2
D112,27-02-2025,8,7
D115,27-08-2025,8,3.2
D48,12-08-2025,8,3.3
D47,06-10-2025,8,5.4
D61,06-05-2025,8,6.3
D65,06-04-2025,8,5.9
D106,27-06-2025,8,7.5
D39,27-10-2025,8,4.2
D94,13-05-2025,8,4.8
D124,19-04-2025,8,3.4
D65,29-08-2025,8,4.3
D143,27-06-2025,8,6.2
D66,21-11-2025,8,5.1
D105,08-04-2025,8,5.8
D46,31-01-2025,8,6.6
D126,23-07-2025,8,6.8
D127,30-12-2025,8,5.2
D53,28-03-2025,8,7.4
D76,31-10-2025,8,6.9
D72,18-07-2025,8,7.6
D124,30-08-2025,8,7.4
D126,28-02-2025,8,5.2
D30,26-05-2025,8,4.6
D52,25-06-2025,8,3.1
D71,09-09-2025,8,6.6
D105,22-06-2025,8,7.9
D49,21-04-2025,8,5.6
D107,02-06-2025,8,3.9
D140,31-05-2025,8,5.4
D71,05-05-2025,8,3.2
D93,12-11-2025,8,7.2
D74,24-05-2025,8,5.3
D98,08-10-2025,8,3.3
D69,30-11-2025,8,4.7
D134,05-03-2025,8,7.2
D6,17-06-2025,8,5.7
D82,29-04-2025,8,4.2
D129,06-07-2025,8,3.3
D125,01-10-2025,8,6.1
D20,01-07-2025,8,6.6
D54,12-04-2025,8,5.6
D148,18-08-2025,8,3.5
D135,10-06-2025,8,6.5
D5,22-06-2025,8,5.7
D41,31-08-2025,8,6.2
D82,31-01-2025,8,6
D56,18-09-2025,8,6.6
D124,06-04-2025,8,4.9
D1,23-07-2025,8,3.7
D61,06-05-2025,8,3.4
D125,28-09-2025,8,7.6
D63,11-03-2025,8,5.8
D2,16-07-2025,8,7.9
D117,10-08-2025,8,3.7
D94,04-09-2025,8,6.2
D102,22-01-2025,8,3.1
D140,16-11-2025,8,3.3
D29,13-01-2025,8,4.6
D22,15-12-2025,8,4.2
D110,02-04-2025,8,7.3
D10,17-02-2025,8,5.1
D90,02-09-2025,8,4.2
D6,12-05-2025,8,7.8
D55,06-05-2025,8,6.3
D131,07-01-2025,8,7.1
D140,21-12-2025,8,7.7
D75,17-07-2025,8,3.3
D145,08-12-2025,8,3.1
D120,08-03-2025,8,7.4
D49,03-11-2025,8,4.7
D120,14-10-2025,8,7.1
D37,04-03-2025,8,6.2
D18,28-12-2025,8,5.7
D77,17-09-2025,8,3.7
D48,27-05-2025,8,4.6
D38,21-03-2025,8,3.3
D28,02-03-2025,8,4.6
D89,21-09-2025,8,6
D103,29-03-2025,8,5.7
D11,17-01-2025,8,6
D130,12-10-2025,8,4
D78,02-05-2025,8,7.9
D93,02-01-2025,8,5.2
D31,27-04-2025,8,4.7
D44,12-12-2025,8,6.1
D114,15-03-2025,8,3.2
D46,23-02-2025,8,5.9
D109,07-10-2025,8,5.8
D57,24-11-2025,8,4.6
D28,23-07-2025,8,5.3
D122,16-01-2025,8,5.4
D87,06-08-2025,8,3.7
D87,31-01-2025,8,7.7
D36,11-11-2025,8,7.2
D3,10-08-2025,8,6.3
D15,27-11-2025,8,6.1
D1,13-05-2025,8,5.4
D133,26-04-2025,8,5.6
D69,27-10-2025,8,4.5
D150,20-07-2025,8,3.8
D68,20-06-2025,8,7.1
D70,14-10-2025,8,5.1
D55,06-01-2025,8,3.8
D132,29-12-2025,8,4.6
D18,01-08-2025,8,5.4
D76,26-08-2025,8,6.4
D14,03-10-2025,8,7.2
D139,16-06-2025,8,5.1
D70,24-11-2025,8,4.8
D104,17-08-2025,8,4.8
D63,05-02-2025,8,5.5
D57,01-12-2025,8,3.6
D21,13-09-2025,8,6.6
D93,12-09-2025,8,7.7
D24,09-10-2025,8,7.4
D109,03-02-2025,8,5.8
D99,23-05-2025,8,3.3
D76,07-08-2025,8,7.3
D149,20-08-2025,8,4
D40,28-05-2025,8,4.5
D104,03-07-2025,8,7.9
D44,29-07-2025,8,5.1
D84,19-05-2025,8,4.3
D142,12-01-2025,8,4.5
D90,25-01-2025,8,5.5
D60,01-03-2025,8,3.4
D76,03-10-2025,8,7.5
D82,10-01-2025,8,5.9
D30,14-09-2025,8,6.8
D4,03-08-2025,8,5.1
D90,06-03-2025,8,5.7
D40,26-01-2025,8,7.4
D8,10-03-2025,8,5
D71,15-02-2025,8,7.2
D99,04-05-2025,8,3.3
D2,10-08-2025,8,5.3
D71,25-12-2025,8,5.4
D30,30-01-2025,8,3.7
D24,30-07-2025,8,5.3
D141,05-05-2025,8,3.6
D15,11-01-2025,8,7.7
D89,03-01-2025,8,4.7
D9,15-02-2025,8,4.7
D139,10-01-2025,8,3.6
D130,09-08-2025,8,4.1
D144,23-04-2025,8,3.3
D43,06-08-2025,8,7.8
D122,26-03-2025,8,8
D100,09-04-2025,8,4.2
D108,01-06-2025,8,5.3
D27,29-04-2025,8,6.8
D3,21-10-2025,8,6.3
D73,17-01-2025,8,5.1
D48,26-06-2025,8,3.2
D7,15-07-2025,8,4.8
D149,25-07-2025,8,5.3
D52,26-09-2025,8,3.8
D105,27-10-2025,8,4
D143,08-01-2025,8,6.7
D86,14-03-2025,8,4.8
D46,22-08-2025,8,6.7
D31,03-11-2025,8,7.6
D147,05-04-2025,8,7.7
D38,17-07-2025,8,3.1
D41,09-05-2025,8,4.1
D13,23-10-2025,8,3.1
D29,01-09-2025,8,6.2
D11,05-02-2025,8,5.5
D142,29-06-2025,8,5.4
D50,06-08-2025,8,6
D97,09-12-2025,8,6.1
D97,12-06-2025,8,4.3
D110,24-02-2025,8,3.1
D109,15-01-2025,8,6.1
D144,21-02-2025,8,3.1
D65,25-03-2025,8,3.3
D70,12-08-2025,8,7.3
D126,16-01-2025,8,6.3
D77,27-10-2025,8,3
D14,21-02-2025,8,3.6
D50,30-09-2025,8,4.6
D131,05-04-2025,8,4.2
D1,03-07-2025,8,6.3
D57,10-08-2025,8,3.3
D56,04-03-2025,8,3.1
D7,22-05-2025,8,4.8
D146,07-11-2025,8,6.3
D123,05-07-2025,8,3.6
D114,06-04-2025,8,6.3
D3,29-05-2025,8,7.4
D111,20-01-2025,8,6.3
D146,01-07-2025,8,4.9
D36,24-12-2025,8,6.5
D60,11-08-2025,8,4
D68,27-10-2025,8,7.3
D29,25-06-2025,8,3.4
D136,18-12-2025,8,3.6
D126,20-06-2025,8,4
D134,29-09-2025,8,6.2
D21,10-04-2025,8,6.7
D106,30-01-2025,8,6.4
D95,19-05-2025,8,6.3
D135,06-07-2025,8,6.3
D123,25-08-2025,8,4.4
D28,21-03-2025,8,3.3
D3,11-04-2025,8,3.2
D121,24-02-2025,8,3.5
D53,01-05-2025,8,7.5
D61,21-09-2025,8,5.5
D41,07-05-2025,8,4.5
D139,03-07-2025,8,3.4
D64,17-08-2025,8,7.7
D55,20-10-2025,8,5.8
D114,06-10-2025,8,4.7
D136,30-09-2025,8,5.7
D75,03-03-2025,8,6.4
D121,08-11-2025,8,4.7
D28,08-12-2025,8,3.4
D46,01-10-2025,8,5.6
D99,12-10-2025,8,5.4
D106,15-02-2025,8,4.8
D144,25-01-2025,8,5.1
D82,02-12-2025,8,4.4
D91,17-07-2025,8,5.9
D53,13-02-2025,8,6.6
D23,02-10-2025,8,7.1
D29,26-05-2025,8,4.6
D10,21-04-2025,8,3.9
D96,24-02-2025,8,5.8
D128,04-03-2025,8,6.4
D146,21-09-2025,8,5
D49,26-12-2025,8,6.5
D87,09-04-2025,8,3.8
D96,04-03-2025,8,5.7
D66,25-12-2025,8,4.6
D16,31-03-2025,8,5.2
D85,22-10-2025,8,5.1
D36,18-01-2025,8,5.8
D49,25-12-2025,8,5.4
D109,09-05-2025,8,6
D112,01-08-2025,8,4.4
D51,29-12-2025,8,3.1
D39,22-09-2025,8,4.2
D14,27-02-2025,8,6.5
D88,30-08-2025,8,3.8
D98,11-06-2025,8,6.6
D70,08-12-2025,8,4.3
D5,27-11-2025,8,7
D117,27-01-2025,8,4.7
D118,14-08-2025,8,6.6
D49,10-09-2025,8,4.2
D120,04-02-2025,8,7.7
D143,16-07-2025,8,3.8
D110,25-03-2025,8,4.3
D22,24-01-2025,8,5.1
D110,14-05-2025,8,3.5
D110,31-03-2025,8,7.3
D51,01-03-2025,8,4.8
D51,03-03-2025,8,6.7
D28,28-08-2025,8,4.8
D77,07-01-2025,8,7.2
D123,05-02-2025,8,6.5
D73,30-01-2025,8,7.8
D91,12-10-2025,8,6.8
D65,23-08-2025,8,4.4
D63,03-09-2025,8,6
D17,03-11-2025,8,6.3
D88,07-08-2025,8,4.6
D38,08-09-2025,8,7.4
D90,05-11-2025,8,6.2
D119,18-02-2025,8,3.8
D16,26-09-2025,8,5.7
D139,28-03-2025,8,6.8
D94,02-10-2025,8,6.5
D47,20-03-2025,8,4.6
D108,08-12-2025,8,4.8
D19,13-09-2025,8,5.7
D39,08-04-2025,8,6.9
D68,10-07-2025,8,3.1
D3,01-08-2025,8,4.5
D137,13-11-2025,8,3.7
D125,12-01-2025,8,4.2
D28,25-06-2025,8,4.5
D75,15-05-2025,8,4.3
D142,28-07-2025,8,5.6
D54,12-09-2025,8,4.4
D67,11-06-2025,8,3.1
D78,24-06-2025,8,5.6
D95,12-03-2025,8,7.6
D132,19-05-2025,8,4.5
D27,29-01-2025,8,4.9
D89,20-01-2025,8,3.5
D143,18-01-2025,8,5.9
D89,06-12-2025,8,7.1
D104,21-04-2025,8,7.2
D26,05-03-2025,8,3.7
D58,11-05-2025,8,5.5
D10,30-03-2025,8,4.8
D127,05-07-2025,8,7.3
D85,06-01-2025,8,5.1
D58,16-05-2025,8,6.2
D18,06-09-2025,8,5.6
D92,13-07-2025,8,6.2
D43,25-11-2025,8,4.6
D117,21-09-2025,8,4.8
D7,21-01-2025,8,5
D62,25-07-2025,8,3.4
D132,08-12-2025,8,5.1
D34,14-02-2025,8,7.4
D16,05-04-2025,8,6.3
D128,18-09-2025,8,5.6
D18,28-05-2025,8,4.4
D40,23-09-2025,8,6.6
D93,30-06-2025,8,5.1
D125,02-03-2025,8,4.6
D114,27-10-2025,8,8
D61,20-09-2025,8,5.8
D30,12-09-2025,8,4
D139,28-12-2025,8,3.3
D93,14-05-2025,8,4.9
D51,02-12-2025,8,5.4
D22,13-08-2025,8,6.4
D135,20-04-2025,8,3.5
D107,24-01-2025,8,7.6
D51,24-12-2025,8,5.7
D69,10-08-2025,8,7.2
D94,08-10-2025,8,4
D104,26-10-2025,8,4.1
D79,18-08-2025,8,5.9
D75,15-12-2025,8,6.2
D137,11-02-2025,8,6.2
D81,27-07-2025,8,6.5
D107,19-05-2025,8,3.7
D54,30-01-2025,8,5.5
D58,04-07-2025,8,6.9
D118,14-03-2025,8,6.1
D63,04-04-2025,8,5.3
D30,23-04-2025,8,4.6
D57,26-06-2025,8,3.7
D9,25-08-2025,8,6
D124,28-01-2025,8,6.3
D133,12-01-2025,8,6
D63,16-04-2025,8,3.6
D148,08-04-2025,8,7
D119,01-06-2025,8,3.2
D41,02-05-2025,8,6.1
D80,16-04-2025,8,6.2
D136,31-07-2025,8,7.7
D6,08-08-2025,8,5.7
D14,10-05-2025,8,3.9
D85,18-07-2025,8,7.3
D44,08-01-2025,8,4.5
D51,10-03-2025,8,5.1
D25,13-02-2025,8,6.2
D109,26-09-2025,8,6.3
D37,10-07-2025,8,4.3
D40,19-03-2025,8,7.7
D134,25-01-2025,8,6.4
D102,27-07-2025,8,7.4
D94,20-11-2025,8,3.9
D135,07-12-2025,8,5.2
D72,11-02-2025,8,3.4
D70,12-05-2025,8,5.5
D60,17-03-2025,8,7.8
D88,23-03-2025,8,5.8
D56,22-02-2025,8,6.1
D48,06-11-2025,8,5.3
D1,10-02-2025,8,4.9
D77,23-10-2025,8,3.8
D48,12-02-2025,8,6.8
D42,03-06-2025,8,4.5
D25,23-10-2025,8,4.1
D106,29-08-2025,8,6.7
D108,26-11-2025,8,5.5
D131,22-10-2025,8,4.3
D22,09-07-2025,8,7.3
D109,09-07-2025,8,4.6
D43,07-11-2025,8,6.7
D12,12-07-2025,8,6.4
D108,05-12-2025,8,4.9
D135,12-07-2025,8,4.2
D89,11-02-2025,8,6.4
D93,01-01-2025,8,4.2
D106,20-08-2025,8,4.7
D21,26-06-2025,8,6.5
D9,03-10-2025,8,5
D14,14-11-2025,8,6.3
D55,14-02-2025,8,3.4
D53,21-08-2025,8,7.6
D6,13-02-2025,8,3.9
D4,01-05-2025,8,5.5
D81,19-08-2025,8,3.4
D52,17-06-2025,8,3.4
D105,12-08-2025,8,6.7
D115,23-08-2025,8,4.1
D34,16-07-2025,8,5.1
D61,02-08-2025,8,3.6
D77,28-08-2025,8,3.1
D123,15-06-2025,8,7.2
D86,22-03-2025,8,6.8
D134,28-08-2025,8,6.5
D69,17-05-2025,8,4.2
D147,07-04-2025,8,7.9
D119,15-07-2025,8,6.9
D113,06-03-2025,8,5
D59,09-10-2025,8,7.9
D121,26-09-2025,8,3.9
D55,16-05-2025,8,7.8
D56,25-03-2025,8,8
D94,04-02-2025,8,6
D126,18-08-2025,8,5.4
D74,21-02-2025,8,7.5
D40,12-02-2025,8,6.2
D3,05-04-2025,8,4.3
D19,26-07-2025,8,3.9
D56,30-11-2025,8,6
D9,19-08-2025,8,7.4
D49,11-10-2025,8,7.4
D16,09-12-2025,8,3.6
D83,03-02-2025,8,3.7
D1,18-11-2025,8,4.2
D145,16-02-2025,8,6
D104,12-10-2025,8,7.7
D72,10-08-2025,8,5.6
D104,21-05-2025,8,3
D133,26-11-2025,8,6.9
D142,24-12-2025,8,5
D75,09-02-2025,8,5.9
D70,13-11-2025,8,7.1
D83,18-07-2025,8,3.1
D51,27-05-2025,8,5.4
D67,30-01-2025,8,8
D134,01-05-2025,8,3.9
D91,10-09-2025,8,7.6
D119,08-01-2025,8,6.1
D80,13-03-2025,8,3.4
D33,22-08-2025,8,6.3
D145,22-01-2025,8,6.4
D14,24-08-2025,8,3.5
D30,10-06-2025,8,6.9
D63,15-05-2025,8,8
D9,11-09-2025,8,7.7
D112,27-12-2025,8,4.2
D113,20-06-2025,8,4.1
D110,13-09-2025,8,7.1
D64,05-09-2025,8,4.8
D1,22-11-2025,8,3.5
D65,27-04-2025,8,4.3
D118,21-11-2025,8,6.9
D79,31-08-2025,8,4.6
D127,30-07-2025,8,3.1
D6,21-05-2025,8,6.2
D20,10-04-2025,8,4.1
D81,15-08-2025,8,6.5
D52,26-05-2025,8,3.3
D129,24-10-2025,8,6.1
D18,09-05-2025,8,3.7
D102,12-03-2025,8,4.3
D73,11-12-2025,8,6.4
D7,15-10-2025,8,7.8
D99,31-01-2025,8,5.1
D33,01-08-2025,8,4.1
D54,06-11-2025,8,4.6
D135,09-07-2025,8,6.2
D57,23-06-2025,8,7.9
D66,02-07-2025,8,7.9
D10,12-05-2025,8,3.2
D73,14-11-2025,8,7.8
D42,24-01-2025,8,6.8
D99,29-11-2025,8,7.1
D120,17-11-2025,8,5.9
D90,14-07-2025,8,7.9
D77,01-02-2025,8,8
D52,06-10-2025,8,3.2
D70,12-03-2025,8,7.4
D37,31-10-2025,8,3.3
D35,20-11-2025,8,3.3
D118,26-07-2025,8,3.7
D66,19-09-2025,8,3.7
D106,03-06-2025,8,7.2
D4,09-11-2025,8,3.3
D102,25-01-2025,8,5
D144,16-12-2025,8,7
D124,19-10-2025,8,5.5
D72,22-02-2025,8,6.7
D98,27-05-2025,8,7.5
D74,21-06-2025,8,6.8
D84,14-03-2025,8,4.3
D127,26-03-2025,8,7.6
D56,07-01-2025,8,3.2
D136,03-07-2025,8,6.3
D85,15-08-2025,8,3.9
D8,08-09-2025,8,3.3
D54,12-05-2025,8,5.4
D46,16-12-2025,8,5.4
D13,06-02-2025,8,3.2
D75,27-02-2025,8,6.4
D145,19-05-2025,8,4
D108,09-08-2025,8,5
D120,05-01-2025,8,3.9
D56,12-09-2025,8,7.6
D104,17-02-2025,8,3.4
D109,10-04-2025,8,6.8
D5,16-07-2025,8,3.6
D74,30-07-2025,8,7
D58,20-12-2025,8,4.4
D5,30-06-2025,8,7.5
D133,02-05-2025,8,7.3
D98,12-12-2025,8,3.2
D98,09-10-2025,8,6.8
D12,22-11-2025,8,5.6
D132,06-04-2025,8,5.9
D121,08-05-2025,8,4
D18,16-11-2025,8,7
D23,30-04-2025,8,7.1
D82,15-07-2025,8,3.3
D26,09-04-2025,8,3.9
D66,03-09-2025,8,7.3
D141,28-06-2025,8,6.1
D19,20-01-2025,8,4.8
D105,27-08-2025,8,6.1
D101,11-12-2025,8,5.3
D59,12-05-2025,8,3.9
D135,30-03-2025,8,6.1
D116,15-07-2025,8,4.8
D108,28-12-2025,8,5.4
D53,18-08-2025,8,6.2
D60,07-09-2025,8,7.4
D59,26-08-2025,8,6.6
D78,10-08-2025,8,6.9
D138,24-01-2025,8,5.2
D135,17-12-2025,8,7.4
D25,19-10-2025,8,6.3
D120,25-07-2025,8,3.8
D128,18-08-2025,8,3.9
D136,08-11-2025,8,4.5
D68,21-01-2025,8,4.3
D87,02-02-2025,8,6.7
D83,22-07-2025,8,6.8
D53,01-10-2025,8,5.4
D107,19-07-2025,8,7.3
D87,03-08-2025,8,3.6
D103,29-05-2025,8,4.2
D53,15-06-2025,8,4.3
D60,30-12-2025,8,5.6
D128,02-02-2025,8,5.6
D10,23-07-2025,8,7.9
D109,08-06-2025,8,5.6
D27,15-08-2025,8,3.8
D9,19-09-2025,8,5.4
D26,12-02-2025,8,3.3
D105,06-10-2025,8,6.2
D59,17-02-2025,8,4.2
D33,24-04-2025,8,3.7
D10,11-06-2025,8,5.2
D36,16-03-2025,8,5.1
D135,29-09-2025,8,4.2
D45,23-07-2025,8,4.3
D22,23-05-2025,8,7.9
D116,09-12-2025,8,7.2
D113,03-08-2025,8,3.2
D133,17-08-2025,8,6.4
D37,11-10-2025,8,5.8
D113,12-08-2025,8,6.9
D100,09-10-2025,8,4.9
D112,04-03-2025,8,7.6
D143,09-04-2025,8,5
D75,05-10-2025,8,3.5
D37,26-02-2025,8,7.2
D114,20-05-2025,8,3.4
D103,10-02-2025,8,4.9
D105,16-04-2025,8,8
D145,14-09-2025,8,7
D14,10-04-2025,8,4.3
D53,06-01-2025,8,6.6
D88,02-02-2025,8,6.9
D107,17-10-2025,8,6.9
D2,16-05-2025,8,7.9
D121,15-10-2025,8,4.5
D7,29-03-2025,8,5.1
D130,18-10-2025,8,7.1
D22,11-11-2025,8,7.9
D149,24-09-2025,8,5.7
D122,17-07-2025,8,7.6
D33,12-04-2025,8,4.9
D26,25-08-2025,8,5.6
D65,29-10-2025,8,6.5
D94,15-03-2025,8,5.7
D140,13-09-2025,8,8
D47,14-06-2025,8,4.1
D27,05-09-2025,8,3.9
D68,13-06-2025,8,4.9
D140,28-05-2025,8,5.8
D34,21-01-2025,8,5.6
D113,10-01-2025,8,4.9
D30,13-08-2025,8,6.6
D96,17-01-2025,8,5.5
D45,30-09-2025,8,3.8
D142,18-05-2025,8,8
D81,17-08-2025,8,3.5
D35,27-02-2025,8,7.3
D37,23-10-2025,8,6.3
D105,13-12-2025,8,7.4
D116,24-02-2025,8,5.9
D9,16-04-2025,8,7.6
D146,02-09-2025,8,3
D19,21-11-2025,8,7.3
D123,02-02-2025,8,4.1
D13,14-03-2025,8,6
D129,25-09-2025,8,5.2
D129,09-03-2025,8,3.2
D92,16-07-2025,8,4.9
D108,20-03-2025,8,7
D110,24-06-2025,8,4.1
D51,17-04-2025,8,6.1
D21,06-08-2025,8,5.9
D3,22-07-2025,8,5.4
D149,15-04-2025,8,5.5
D95,26-06-2025,8,7.9
D67,12-09-2025,8,8
D69,20-06-2025,8,4.6
D64,30-12-2025,8,6.1
D60,02-12-2025,8,5.5
D14,21-09-2025,8,8
D50,06-07-2025,8,3.4
D34,26-01-2025,8,6.2
D115,27-03-2025,8,7.9
D130,19-07-2025,8,4.8
D19,16-10-2025,8,7.7
D15,21-01-2025,8,7.8
D104,23-03-2025,8,6.6
D39,03-10-2025,8,4.1
D9,23-08-2025,8,4.9
D15,25-03-2025,8,5.7
D54,29-04-2025,8,3.7
D17,17-07-2025,8,3.1
D9,15-08-2025,8,3.5
D16,03-08-2025,8,3.4
D62,26-12-2025,8,7.8
D134,23-10-2025,8,6.4
D142,19-03-2025,8,3.8
D111,09-04-2025,8,5.2
D62,31-07-2025,8,6.9
D112,17-07-2025,8,6.7
D28,21-05-2025,8,4.9
D20,27-04-2025,8,7.8
D109,19-08-2025,8,4.8
D43,28-03-2025,8,3.4
D84,06-11-2025,8,6.6
D71,16-08-2025,8,3.3
D113,20-10-2025,8,4.4
D105,18-10-2025,8,5.9
D60,08-11-2025,8,7.7
D89,25-09-2025,8,6.2
D71,29-04-2025,8,4.1
D95,02-11-2025,8,4.7
D23,31-03-2025,8,4.9
D8,12-10-2025,8,7.1
D134,09-08-2025,8,4.3
D124,22-05-2025,8,7.8
D4,05-07-2025,8,5.2
D37,31-10-2025,8,4.1
D92,07-03-2025,8,6.2
D60,15-10-2025,8,4.6
D66,19-03-2025,8,6.2
D126,26-06-2025,8,7.7
D70,14-08-2025,8,5.7
D55,02-01-2025,8,5.5
D17,28-02-2025,8,3.2
D16,27-02-2025,8,3.3
D17,15-02-2025,8,7.2
D50,28-04-2025,8,5.6
D68,08-09-2025,8,6.7
D146,20-02-2025,8,5.9
D64,18-07-2025,8,7.5
D59,14-07-2025,8,3.5
D100,26-01-2025,8,7.1
D122,22-09-2025,8,6.7
D140,18-04-2025,8,7.8
D91,04-05-2025,8,7
D148,14-09-2025,8,6.6
D24,05-05-2025,8,4.3
D4,28-03-2025,8,7.1
D8,01-04-2025,8,3.9
D140,21-06-2025,8,7.4
D25,17-07-2025,8,5.4
D118,07-10-2025,8,3.2
D97,13-03-2025,8,7.2
D124,15-09-2025,8,6.3
D56,13-04-2025,8,3.6
D21,25-04-2025,8,4.4
D67,07-07-2025,8,7.1
D123,11-02-2025,8,6.1
D81,10-02-2025,8,6.9
D9,09-11-2025,8,7.7
D145,19-03-2025,8,5.3
D63,19-07-2025,8,4.6
D26,09-09-2025,8,6.5
D13,29-04-2025,8,4.5
D115,09-10-2025,8,6.7
D132,11-12-2025,8,6
D86,08-05-2025,8,4.7
D50,06-01-2025,8,5.9
D56,22-10-2025,8,4.1
D22,10-02-2025,8,7.3
D2,17-02-2025,8,5.9
D139,21-07-2025,8,4
D142,13-10-2025,8,4.8
D38,16-03-2025,8,6.5
D39,14-03-2025,8,3.9
D107,30-03-2025,8,4.3
D143,05-04-2025,8,3.9
D146,09-06-2025,8,4.6
D70,15-11-2025,8,3.4
D126,25-05-2025,8,7.7
D135,15-11-2025,8,6.8
D53,04-12-2025,8,7.3
D43,20-07-2025,8,6.2
D75,04-04-2025,8,6.7
D91,15-12-2025,8,3.8
D113,09-09-2025,8,6.7
D94,16-06-2025,8,7.7
D138,14-12-2025,8,7.8
D73,02-08-2025,8,7.7
D141,31-10-2025,8,3.8
D44,15-12-2025,8,7.9
D40,30-04-2025,8,6.4
D32,26-11-2025,8,6.9
D123,27-05-2025,8,6.9
D34,06-07-2025,8,6
D108,06-05-2025,8,6.9
D41,03-02-2025,8,4.2
D66,14-12-2025,8,3.5
D103,31-10-2025,8,4.3
D111,22-10-2025,8,7.9
D3,19-01-2025,8,6.3
D125,19-08-2025,8,4.5
D55,26-09-2025,8,4
D18,20-11-2025,8,5.6
D38,16-08-2025,8,6.1
D125,05-10-2025,8,7.2
D137,18-04-2025,8,3.2
D145,03-09-2025,8,5.8
D132,23-10-2025,8,7.6
D26,08-09-2025,8,4.6
D98,19-07-2025,8,7.8
D125,02-01-2025,8,6.9
D45,03-01-2025,8,6.8
D64,15-05-2025,8,6.5
D26,30-04-2025,8,5.5
D118,07-12-2025,8,4.8
D121,04-03-2025,8,3.7
D20,29-01-2025,8,6.5
D65,11-05-2025,8,3.9
D81,20-10-2025,8,4.2
D45,09-08-2025,8,7.9
D60,06-04-2025,8,3.9
D124,20-11-2025,8,5.5
D146,27-11-2025,8,6.7
D146,20-02-2025,8,3.3
D101,14-07-2025,8,7.8
D123,14-05-2025,8,3.1
D12,22-03-2025,8,5.4
D53,08-09-2025,8,3.9
D37,17-08-2025,8,6.6
D56,01-05-2025,8,7.5
D4,13-04-2025,8,4.3
D38,28-10-2025,8,3.8
D37,03-07-2025,8,4.7
D139,07-09-2025,8,3.9
D17,11-09-2025,8,4.6
D30,12-12-2025,8,7
D75,17-09-2025,8,5.8
D143,04-01-2025,8,3.1
D85,04-03-2025,8,4.7
D39,11-06-2025,8,7.3
D72,24-11-2025,8,6.6
D86,01-04-2025,8,5
D119,08-08-2025,8,4.4
D121,15-02-2025,8,7.7
D119,07-10-2025,8,6.3
D68,16-05-2025,8,4.2
D15,21-09-2025,8,4
D35,18-06-2025,8,5.7
D96,23-11-2025,8,3.4
D35,10-10-2025,8,6.5
D66,23-11-2025,8,4.6
D80,12-10-2025,8,4
D68,25-01-2025,8,6.8
D141,03-12-2025,8,5.5
D87,09-06-2025,8,7.5
D111,16-02-2025,8,6
D36,17-07-2025,8,7.2
D76,31-03-2025,8,5.7
D70,20-04-2025,8,7.3
D95,22-01-2025,8,4.1
D21,14-07-2025,8,5.1
